Age,Gender,Hours_Studied,Attendance,Sleep_Hours,Stress_Level,Screen_Time,Previous_GPA,Part_Time_Job,Study_Method,Diet_Quality,Internet_Quality,Extracurricular,Tutoring_Sessions_Per_Week,Family_Income_Level,Exam_Anxiety_Score,Final_Score,Predikat,Kelompok_Jam_Belajar,Kelompok_Kehadiran,Kelompok_Stres
20,Female,2.88,71.9,6.7,3.0,2.9,2.27,No,Hybrid,Good,Excellent,No,2,Low,3.4,81.08,Baik (75-90),2-4 jam,70-80%,Sedang (3-5)
24,Female,4.3,83.4,7.9,6.0,6.1,2.92,Yes,Online,Good,Poor,No,0,Low,3.7,85.28,Baik (75-90),4-6 jam,80-90%,Tinggi (5-7)
19,Male,4.59,85.1,7.7,7.4,4.1,2.9,No,Offline,Average,Excellent,Yes,0,High,4.1,65.46,Cukup (60-75),4-6 jam,80-90%,Sangat Tinggi (7-10)
22,Male,5.36,88.1,7.3,5.3,4.4,3.17,Yes,Online,Good,Average,No,1,Low,5.8,68.75,Cukup (60-75),4-6 jam,80-90%,Tinggi (5-7)
23,Female,3.97,65.7,8.3,5.8,4.0,2.47,No,Offline,Poor,Good,No,1,Low,8.3,74.44,Cukup (60-75),2-4 jam,60-70%,Tinggi (5-7)
23,Female,5.35,90.0,7.8,4.4,3.0,4.0,Yes,Offline,Average,Good,Yes,2,High,3.5,86.33,Baik (75-90),4-6 jam,>90%,Sedang (3-5)
22,Female,5.07,99.3,7.4,5.5,3.7,2.27,Yes,Hybrid,Average,Average,No,1,High,6.6,80.0,Baik (75-90),4-6 jam,>90%,Tinggi (5-7)
22,Male,8.96,74.2,6.6,2.9,3.6,3.4,No,Offline,Average,Average,Yes,2,High,2.6,91.22,Sangat Baik (>90),> 8 jam,70-80%,Rendah (1-3)
24,Male,5.38,73.3,7.4,4.9,4.8,1.67,No,Offline,Average,Good,Yes,1,Middle,5.9,83.99,Baik (75-90),4-6 jam,70-80%,Sedang (3-5)
17,Female,6.24,73.5,5.0,6.2,3.9,2.5,No,Hybrid,Good,Good,Yes,2,Low,4.6,76.58,Baik (75-90),6-8 jam,70-80%,Tinggi (5-7)
21,Female,6.06,88.2,6.1,9.7,5.3,3.85,No,Offline,Poor,Good,Yes,0,Low,6.0,88.79,Baik (75-90),6-8 jam,80-90%,Sangat Tinggi (7-10)
23,Male,2.68,73.5,5.7,5.3,5.4,3.28,Yes,Hybrid,Average,Good,No,1,Low,7.6,69.65,Cukup (60-75),2-4 jam,70-80%,Tinggi (5-7)
22,Female,7.09,83.4,7.5,5.0,6.9,2.88,Yes,Online,Poor,Good,Yes,4,Low,3.0,99.08,Sangat Baik (>90),6-8 jam,80-90%,Tinggi (5-7)
21,Male,3.58,79.2,8.9,6.5,4.7,2.91,No,Hybrid,Good,Average,No,2,High,7.2,72.87,Cukup (60-75),2-4 jam,70-80%,Tinggi (5-7)
22,Male,5.14,79.8,7.2,3.7,3.7,2.6,No,Offline,Average,Excellent,No,1,Middle,2.8,87.26,Baik (75-90),4-6 jam,70-80%,Sedang (3-5)
24,Female,6.67,79.7,5.4,8.0,5.4,3.44,Yes,Offline,Average,Good,No,4,Middle,5.4,92.66,Sangat Baik (>90),6-8 jam,70-80%,Sangat Tinggi (7-10)
23,Male,7.71,80.8,9.2,4.7,3.9,2.58,No,Offline,Average,Average,Yes,3,Low,1.5,91.96,Sangat Baik (>90),6-8 jam,80-90%,Sedang (3-5)
20,Female,6.04,82.3,7.7,5.6,3.8,2.47,No,Online,Average,Excellent,No,1,High,4.0,90.51,Sangat Baik (>90),6-8 jam,80-90%,Tinggi (5-7)
17,Female,3.9,76.2,8.4,4.2,4.4,3.47,No,Offline,Poor,Good,No,1,Middle,5.9,89.28,Baik (75-90),2-4 jam,70-80%,Sedang (3-5)
17,Male,4.23,83.5,7.4,5.8,4.4,3.5,No,Offline,Average,Poor,No,3,High,5.8,93.31,Sangat Baik (>90),4-6 jam,80-90%,Tinggi (5-7)
22,Male,6.0,62.0,7.9,9.2,3.2,3.28,No,Online,Good,Excellent,Yes,3,High,4.0,79.86,Baik (75-90),6-8 jam,60-70%,Sangat Tinggi (7-10)
23,Female,4.03,74.2,8.5,3.1,4.8,2.51,No,Offline,Good,Good,No,1,High,5.0,97.68,Sangat Baik (>90),4-6 jam,70-80%,Sedang (3-5)
20,Male,4.1,92.2,6.5,5.6,3.7,3.46,No,Hybrid,Poor,Average,No,1,High,2.0,94.14,Sangat Baik (>90),4-6 jam,>90%,Tinggi (5-7)
18,Female,4.63,82.5,7.9,3.8,3.3,3.49,No,Online,Average,Average,Yes,2,Middle,2.8,92.5,Sangat Baik (>90),4-6 jam,80-90%,Sedang (3-5)
21,Male,4.15,76.4,4.5,5.6,4.3,2.45,No,Offline,Good,Good,No,0,Low,5.5,73.03,Cukup (60-75),4-6 jam,70-80%,Tinggi (5-7)
21,Female,5.92,71.6,8.2,5.2,6.4,2.02,No,Hybrid,Good,Good,Yes,2,Middle,4.2,95.37,Sangat Baik (>90),4-6 jam,70-80%,Tinggi (5-7)
19,Male,3.96,73.1,7.9,7.8,3.1,2.72,No,Online,Good,Average,Yes,2,Middle,4.2,63.43,Cukup (60-75),2-4 jam,70-80%,Sangat Tinggi (7-10)
20,Male,5.05,77.8,7.1,6.6,3.0,3.49,No,Offline,Average,Average,No,1,High,6.2,99.29,Sangat Baik (>90),4-6 jam,70-80%,Tinggi (5-7)
23,Male,3.4,60.9,8.2,2.7,4.3,3.1,No,Hybrid,Poor,Average,Yes,2,Middle,1.0,92.43,Sangat Baik (>90),2-4 jam,60-70%,Rendah (1-3)
24,Male,1.4,75.6,10.0,5.8,5.6,3.02,Yes,Online,Average,Good,Yes,0,Middle,5.9,63.26,Cukup (60-75),0-2 jam,70-80%,Tinggi (5-7)
24,Male,6.46,77.1,7.7,6.3,5.3,3.44,Yes,Hybrid,Poor,Average,No,4,Low,4.3,90.15,Sangat Baik (>90),6-8 jam,70-80%,Tinggi (5-7)
19,Female,6.83,57.8,7.2,5.2,6.1,3.67,No,Offline,Good,Average,Yes,1,Low,1.5,87.49,Baik (75-90),6-8 jam,<60%,Tinggi (5-7)
22,Female,3.87,61.7,6.2,4.6,5.5,2.79,Yes,Hybrid,Good,Good,Yes,3,Middle,7.1,72.99,Cukup (60-75),2-4 jam,60-70%,Sedang (3-5)
23,Female,6.48,77.9,7.2,1.4,3.7,3.61,No,Offline,Poor,Good,No,2,Low,2.2,99.77,Sangat Baik (>90),6-8 jam,70-80%,Rendah (1-3)
19,Female,5.49,75.8,6.4,4.9,2.2,1.8,No,Offline,Poor,Good,Yes,2,Middle,4.8,80.18,Baik (75-90),4-6 jam,70-80%,Sedang (3-5)
17,Male,2.55,97.5,8.3,5.7,5.5,3.35,Yes,Offline,Poor,Average,Yes,2,Middle,5.2,79.09,Baik (75-90),2-4 jam,>90%,Tinggi (5-7)
21,Female,7.24,99.5,6.8,7.2,6.9,2.18,No,Offline,Good,Good,Yes,2,Low,1.5,94.12,Sangat Baik (>90),6-8 jam,>90%,Sangat Tinggi (7-10)
23,Male,0.88,49.4,7.4,4.2,3.1,2.66,Yes,Offline,Average,Average,No,0,Middle,5.0,50.25,Kurang (<60),0-2 jam,<60%,Sedang (3-5)
19,Female,4.77,72.3,7.7,2.6,5.8,3.62,No,Offline,Good,Excellent,No,2,Middle,6.4,88.45,Baik (75-90),4-6 jam,70-80%,Rendah (1-3)
17,Male,6.32,91.1,7.5,4.7,4.7,3.91,No,Hybrid,Average,Good,No,2,Middle,3.3,99.05,Sangat Baik (>90),6-8 jam,>90%,Sedang (3-5)
20,Male,2.67,82.6,7.2,5.5,5.6,2.95,No,Online,Average,Average,Yes,0,High,2.3,55.38,Kurang (<60),2-4 jam,80-90%,Tinggi (5-7)
19,Male,8.09,93.5,7.3,4.9,2.5,3.05,No,Hybrid,Average,Average,No,4,Low,3.2,94.68,Sangat Baik (>90),> 8 jam,>90%,Sedang (3-5)
22,Female,3.7,91.7,6.6,1.5,4.6,3.38,Yes,Offline,Average,Good,No,3,Middle,3.8,91.52,Sangat Baik (>90),2-4 jam,>90%,Rendah (1-3)
22,Male,7.39,78.1,7.6,4.4,2.6,3.27,No,Online,Good,Good,Yes,3,High,4.1,94.06,Sangat Baik (>90),6-8 jam,70-80%,Sedang (3-5)
22,Female,4.51,90.6,7.4,4.1,0.5,2.74,No,Offline,Average,Good,No,2,Middle,1.0,91.87,Sangat Baik (>90),4-6 jam,>90%,Sedang (3-5)
23,Male,6.27,78.7,6.9,1.8,4.8,2.25,Yes,Offline,Average,Excellent,No,2,Middle,3.4,98.48,Sangat Baik (>90),6-8 jam,70-80%,Rendah (1-3)
24,Female,4.79,66.9,6.5,4.4,4.6,2.98,Yes,Hybrid,Poor,Good,Yes,1,Middle,3.4,80.12,Baik (75-90),4-6 jam,60-70%,Sedang (3-5)
24,Female,9.65,80.8,9.3,2.5,2.1,2.65,No,Online,Good,Good,Yes,2,Middle,4.2,92.64,Sangat Baik (>90),> 8 jam,80-90%,Rendah (1-3)
21,Male,5.73,92.3,6.9,3.7,4.6,2.83,No,Offline,Average,Excellent,Yes,3,Low,4.5,94.08,Sangat Baik (>90),4-6 jam,>90%,Sedang (3-5)
19,Female,6.97,87.8,9.0,6.4,6.9,2.89,No,Online,Good,Good,Yes,2,Middle,4.7,88.44,Baik (75-90),6-8 jam,80-90%,Tinggi (5-7)
20,Female,6.36,75.6,8.3,6.8,7.3,3.21,Yes,Offline,Poor,Good,No,0,Middle,7.1,74.64,Cukup (60-75),6-8 jam,70-80%,Tinggi (5-7)
19,Female,5.31,93.9,6.3,6.1,5.0,3.24,No,Online,Good,Excellent,No,3,Middle,7.4,87.63,Baik (75-90),4-6 jam,>90%,Tinggi (5-7)
21,Female,4.42,92.9,7.4,5.8,1.4,2.97,No,Online,Good,Average,Yes,2,Middle,2.0,94.52,Sangat Baik (>90),4-6 jam,>90%,Tinggi (5-7)
17,Female,5.75,93.1,6.7,1.5,3.1,2.76,No,Offline,Good,Average,No,0,Middle,3.5,88.29,Baik (75-90),4-6 jam,>90%,Rendah (1-3)
21,Female,6.93,60.7,7.0,3.1,3.9,2.89,Yes,Online,Average,Excellent,No,0,Middle,4.9,92.78,Sangat Baik (>90),6-8 jam,60-70%,Sedang (3-5)
22,Male,6.76,71.2,7.4,5.0,1.7,2.05,No,Offline,Good,Good,Yes,3,Middle,3.3,97.57,Sangat Baik (>90),6-8 jam,70-80%,Tinggi (5-7)
23,Female,6.04,73.3,9.1,8.4,4.0,2.98,Yes,Offline,Good,Excellent,No,1,Low,1.0,80.84,Baik (75-90),6-8 jam,70-80%,Sangat Tinggi (7-10)
17,Male,4.69,72.6,6.6,5.1,4.6,2.65,No,Hybrid,Average,Poor,No,2,Middle,4.2,82.22,Baik (75-90),4-6 jam,70-80%,Tinggi (5-7)
23,Male,6.38,58.5,8.6,2.3,2.7,3.0,Yes,Hybrid,Poor,Good,Yes,1,Low,5.5,94.73,Sangat Baik (>90),6-8 jam,<60%,Rendah (1-3)
22,Female,2.98,73.8,6.2,3.1,3.9,3.46,No,Offline,Good,Average,Yes,2,Middle,2.0,88.6,Baik (75-90),2-4 jam,70-80%,Sedang (3-5)
18,Male,4.93,90.9,7.3,4.2,3.7,2.77,Yes,Hybrid,Average,Good,Yes,2,Middle,4.4,88.67,Baik (75-90),4-6 jam,>90%,Sedang (3-5)
21,Male,0.88,69.3,7.7,7.3,2.5,2.71,No,Online,Good,Average,Yes,2,Low,3.6,52.97,Kurang (<60),0-2 jam,60-70%,Sangat Tinggi (7-10)
21,Female,3.61,100.0,7.3,6.6,3.6,2.9,No,Hybrid,Good,Average,Yes,3,High,5.3,89.93,Baik (75-90),2-4 jam,>90%,Tinggi (5-7)
20,Female,4.66,69.5,4.9,5.0,4.6,3.32,No,Offline,Average,Poor,Yes,4,Middle,3.7,99.85,Sangat Baik (>90),4-6 jam,60-70%,Tinggi (5-7)
19,Female,2.15,83.4,6.7,3.9,6.0,2.67,No,Hybrid,Good,Good,No,1,Low,4.9,64.16,Cukup (60-75),2-4 jam,80-90%,Sedang (3-5)
17,Female,2.69,77.4,5.6,2.7,5.0,2.82,No,Offline,Average,Average,No,2,Low,4.5,73.63,Cukup (60-75),2-4 jam,70-80%,Rendah (1-3)
24,Female,6.87,67.4,7.4,3.8,1.0,2.54,Yes,Online,Average,Average,Yes,2,Middle,1.9,87.78,Baik (75-90),6-8 jam,60-70%,Sedang (3-5)
23,Male,6.0,81.9,7.2,3.5,4.4,2.65,Yes,Online,Average,Average,Yes,4,Middle,5.4,92.24,Sangat Baik (>90),6-8 jam,80-90%,Sedang (3-5)
17,Male,7.18,81.1,6.2,3.2,3.6,3.75,Yes,Offline,Good,Average,No,2,High,2.4,96.62,Sangat Baik (>90),6-8 jam,80-90%,Sedang (3-5)
20,Female,7.35,78.6,8.4,4.6,4.6,2.69,No,Hybrid,Average,Excellent,No,1,Middle,4.2,98.47,Sangat Baik (>90),6-8 jam,70-80%,Sedang (3-5)
20,Male,6.3,91.4,8.1,5.0,5.7,3.68,No,Online,Average,Average,Yes,0,High,2.5,90.22,Sangat Baik (>90),6-8 jam,>90%,Tinggi (5-7)
23,Female,6.61,87.3,6.6,3.5,6.3,1.89,Yes,Online,Average,Average,Yes,3,Low,7.6,86.08,Baik (75-90),6-8 jam,80-90%,Sedang (3-5)
24,Female,5.61,64.0,10.0,8.5,1.4,3.9,No,Online,Average,Excellent,No,3,Middle,6.0,94.78,Sangat Baik (>90),4-6 jam,60-70%,Sangat Tinggi (7-10)
19,Male,7.59,92.7,7.2,3.9,3.1,3.57,Yes,Online,Average,Good,Yes,2,High,7.4,85.86,Baik (75-90),6-8 jam,>90%,Sedang (3-5)
23,Female,1.97,70.5,8.4,3.6,6.5,3.11,Yes,Online,Average,Good,Yes,3,Middle,8.1,77.61,Baik (75-90),0-2 jam,70-80%,Sedang (3-5)
23,Female,4.68,60.6,6.8,1.5,3.5,2.58,No,Online,Good,Good,Yes,0,Low,3.3,85.63,Baik (75-90),4-6 jam,60-70%,Rendah (1-3)
22,Male,7.1,87.8,5.3,4.7,3.9,3.72,Yes,Hybrid,Good,Excellent,Yes,2,Middle,2.0,99.44,Sangat Baik (>90),6-8 jam,80-90%,Sedang (3-5)
19,Female,5.17,70.6,7.8,4.0,4.0,3.6,No,Offline,Poor,Excellent,Yes,3,Middle,3.2,98.17,Sangat Baik (>90),4-6 jam,70-80%,Sedang (3-5)
21,Male,4.38,80.0,4.9,6.0,3.6,3.23,Yes,Offline,Poor,Excellent,No,1,Middle,6.0,78.09,Baik (75-90),4-6 jam,80-90%,Tinggi (5-7)
22,Female,6.72,72.5,7.2,7.1,3.4,2.91,No,Online,Good,Good,No,1,Middle,3.1,89.72,Baik (75-90),6-8 jam,70-80%,Sangat Tinggi (7-10)
18,Female,4.7,85.8,7.0,8.2,3.6,2.74,No,Offline,Average,Good,No,0,Low,4.4,70.84,Cukup (60-75),4-6 jam,80-90%,Sangat Tinggi (7-10)
24,Female,2.79,74.6,7.9,7.4,5.1,2.6,Yes,Online,Poor,Good,Yes,2,Middle,7.4,58.12,Kurang (<60),2-4 jam,70-80%,Sangat Tinggi (7-10)
19,Female,7.37,82.1,7.4,2.6,3.4,3.49,No,Online,Average,Poor,Yes,2,Low,1.0,98.82,Sangat Baik (>90),6-8 jam,80-90%,Rendah (1-3)
20,Female,4.28,67.0,7.4,5.9,0.5,3.17,No,Online,Poor,Average,No,1,Middle,5.3,88.2,Baik (75-90),4-6 jam,60-70%,Tinggi (5-7)
22,Male,5.41,85.2,8.7,7.4,2.9,2.94,Yes,Offline,Good,Excellent,No,3,High,4.6,93.21,Sangat Baik (>90),4-6 jam,80-90%,Sangat Tinggi (7-10)
19,Female,1.79,80.1,6.3,6.4,5.5,2.71,Yes,Online,Poor,Good,Yes,0,Middle,6.6,39.14,Kurang (<60),0-2 jam,80-90%,Tinggi (5-7)
17,Female,1.11,100.0,6.6,4.0,2.0,2.99,Yes,Offline,Average,Average,Yes,0,High,5.8,63.75,Cukup (60-75),0-2 jam,>90%,Sedang (3-5)
23,Male,5.94,93.0,6.7,4.3,6.3,3.12,No,Offline,Poor,Good,Yes,0,Low,4.8,81.56,Baik (75-90),4-6 jam,>90%,Sedang (3-5)
18,Male,8.36,74.0,7.3,4.4,3.2,3.14,No,Online,Good,Good,Yes,2,Middle,3.7,99.82,Sangat Baik (>90),> 8 jam,70-80%,Sedang (3-5)
23,Female,4.01,86.7,6.7,5.0,6.3,3.57,Yes,Offline,Average,Good,No,1,Low,4.3,67.17,Cukup (60-75),4-6 jam,80-90%,Tinggi (5-7)
17,Female,6.16,71.0,6.1,8.7,5.5,3.28,No,Online,Average,Good,Yes,2,Low,8.9,76.61,Baik (75-90),6-8 jam,70-80%,Sangat Tinggi (7-10)
17,Female,5.42,87.1,6.1,6.1,5.2,2.42,No,Hybrid,Average,Average,No,0,Middle,3.9,87.16,Baik (75-90),4-6 jam,80-90%,Tinggi (5-7)
18,Female,5.16,90.1,7.3,6.0,5.6,2.06,No,Offline,Good,Excellent,No,0,Middle,3.9,88.48,Baik (75-90),4-6 jam,>90%,Tinggi (5-7)
21,Female,4.98,94.6,6.3,3.6,5.8,2.8,Yes,Offline,Average,Average,Yes,3,High,8.3,69.44,Cukup (60-75),4-6 jam,>90%,Sedang (3-5)
20,Female,3.11,94.7,7.0,2.6,3.1,3.49,No,Online,Good,Good,No,3,Middle,1.4,87.59,Baik (75-90),2-4 jam,>90%,Rendah (1-3)
22,Male,7.24,91.8,8.2,4.4,4.2,2.7,No,Online,Good,Average,No,3,High,6.8,90.9,Sangat Baik (>90),6-8 jam,>90%,Sedang (3-5)
24,Female,6.96,79.5,7.6,5.8,1.4,2.34,Yes,Hybrid,Average,Good,Yes,2,High,3.8,95.28,Sangat Baik (>90),6-8 jam,70-80%,Tinggi (5-7)
21,Female,5.77,79.2,8.4,3.2,3.3,3.11,Yes,Offline,Average,Average,Yes,2,Low,2.7,97.61,Sangat Baik (>90),4-6 jam,70-80%,Sedang (3-5)
24,Female,0.44,81.6,5.0,5.2,7.7,3.13,No,Hybrid,Average,Average,No,0,Middle,4.8,52.95,Kurang (<60),0-2 jam,80-90%,Tinggi (5-7)
19,Female,8.4,95.8,6.3,5.2,6.8,2.99,No,Online,Poor,Excellent,No,4,Middle,1.7,96.3,Sangat Baik (>90),> 8 jam,>90%,Tinggi (5-7)
17,Female,4.93,76.0,6.7,8.1,2.3,2.86,Yes,Offline,Good,Poor,No,2,Low,4.4,75.89,Baik (75-90),4-6 jam,70-80%,Sangat Tinggi (7-10)
19,Male,6.09,79.7,7.2,5.4,3.7,3.19,Yes,Offline,Poor,Good,No,3,High,4.4,90.33,Sangat Baik (>90),6-8 jam,70-80%,Tinggi (5-7)
20,Male,8.89,88.2,7.1,8.4,4.6,2.34,No,Online,Good,Good,Yes,2,Middle,5.1,87.58,Baik (75-90),> 8 jam,80-90%,Sangat Tinggi (7-10)
19,Male,7.66,67.6,6.4,6.1,5.8,3.58,No,Offline,Average,Excellent,No,3,Middle,4.0,95.37,Sangat Baik (>90),6-8 jam,60-70%,Tinggi (5-7)
21,Male,4.86,75.8,7.8,2.6,3.7,2.5,Yes,Online,Average,Good,Yes,2,Middle,3.5,86.7,Baik (75-90),4-6 jam,70-80%,Rendah (1-3)
20,Male,6.24,75.6,5.8,6.1,3.5,2.55,No,Hybrid,Average,Poor,No,1,Middle,8.0,89.77,Baik (75-90),6-8 jam,70-80%,Tinggi (5-7)
20,Male,3.88,74.3,7.6,3.8,1.9,3.89,No,Offline,Average,Excellent,No,2,Middle,5.8,96.05,Sangat Baik (>90),2-4 jam,70-80%,Sedang (3-5)
20,Female,5.31,83.6,5.7,5.5,3.0,2.64,No,Hybrid,Good,Excellent,No,1,Middle,3.6,87.83,Baik (75-90),4-6 jam,80-90%,Tinggi (5-7)
21,Female,1.5,70.2,9.2,9.0,5.6,2.73,Yes,Online,Average,Average,No,0,High,7.8,44.92,Kurang (<60),0-2 jam,70-80%,Sangat Tinggi (7-10)
20,Male,1.89,85.1,6.8,2.7,2.2,3.09,No,Hybrid,Poor,Good,No,2,Middle,5.0,88.0,Baik (75-90),0-2 jam,80-90%,Rendah (1-3)
17,Female,5.43,76.5,7.0,4.2,3.6,2.6,No,Offline,Poor,Good,No,0,Low,6.9,82.34,Baik (75-90),4-6 jam,70-80%,Sedang (3-5)
23,Female,7.88,63.7,8.1,6.3,2.9,3.35,Yes,Offline,Poor,Excellent,Yes,2,Low,3.1,95.98,Sangat Baik (>90),6-8 jam,60-70%,Tinggi (5-7)
20,Male,3.08,51.8,6.0,3.6,3.1,2.62,No,Online,Average,Excellent,No,0,Middle,4.1,67.09,Cukup (60-75),2-4 jam,<60%,Sedang (3-5)
19,Male,7.45,69.1,5.1,3.7,3.8,3.45,No,Offline,Average,Excellent,Yes,3,Middle,5.3,95.83,Sangat Baik (>90),6-8 jam,60-70%,Sedang (3-5)
22,Female,5.35,83.9,6.5,7.4,4.1,2.41,No,Online,Average,Excellent,Yes,2,High,5.3,80.34,Baik (75-90),4-6 jam,80-90%,Sangat Tinggi (7-10)
19,Female,8.65,77.5,8.7,5.3,2.8,3.88,No,Hybrid,Good,Excellent,Yes,2,Middle,1.9,97.16,Sangat Baik (>90),> 8 jam,70-80%,Tinggi (5-7)
22,Female,4.34,73.6,7.9,3.1,4.0,3.17,No,Offline,Average,Average,Yes,2,Low,6.4,70.62,Cukup (60-75),4-6 jam,70-80%,Sedang (3-5)
19,Male,10.98,78.7,5.8,4.6,2.2,2.98,No,Offline,Average,Excellent,No,3,Low,6.9,88.34,Baik (75-90),> 8 jam,70-80%,Sedang (3-5)
21,Male,5.96,83.1,6.3,4.8,3.6,2.77,No,Online,Good,Good,Yes,2,Middle,3.2,86.35,Baik (75-90),4-6 jam,80-90%,Sedang (3-5)
19,Female,4.58,76.7,8.5,5.1,5.0,2.88,No,Offline,Average,Excellent,No,4,Middle,2.3,95.28,Sangat Baik (>90),4-6 jam,70-80%,Tinggi (5-7)
21,Male,5.56,69.3,9.3,5.8,4.5,3.86,No,Hybrid,Good,Good,Yes,1,Low,4.3,86.66,Baik (75-90),4-6 jam,60-70%,Tinggi (5-7)
21,Male,1.39,92.6,5.8,2.6,4.2,2.85,No,Hybrid,Average,Poor,Yes,2,Middle,7.1,59.22,Kurang (<60),0-2 jam,>90%,Rendah (1-3)
20,Female,5.75,78.9,6.8,7.5,1.7,3.16,No,Hybrid,Good,Good,Yes,2,High,3.6,94.29,Sangat Baik (>90),4-6 jam,70-80%,Sangat Tinggi (7-10)
17,Male,4.42,83.9,7.0,2.9,1.0,3.6,No,Offline,Good,Good,No,1,Middle,5.8,88.33,Baik (75-90),4-6 jam,80-90%,Rendah (1-3)
22,Female,6.06,73.1,4.9,6.6,3.7,2.58,No,Hybrid,Good,Average,No,2,Middle,4.5,88.79,Baik (75-90),6-8 jam,70-80%,Tinggi (5-7)
20,Female,4.41,81.0,7.7,7.0,4.2,3.09,Yes,Online,Average,Average,No,0,High,6.1,81.31,Baik (75-90),4-6 jam,80-90%,Sangat Tinggi (7-10)
20,Male,0.67,89.7,8.0,4.3,5.8,2.91,No,Offline,Average,Good,Yes,1,Low,4.7,63.43,Cukup (60-75),0-2 jam,80-90%,Sedang (3-5)
23,Female,0.57,70.3,7.3,4.6,4.4,3.4,Yes,Online,Average,Average,No,0,Low,5.5,40.09,Kurang (<60),0-2 jam,70-80%,Sedang (3-5)
21,Male,3.73,77.3,6.2,6.4,2.4,2.82,No,Online,Average,Average,Yes,2,Low,4.8,69.61,Cukup (60-75),2-4 jam,70-80%,Tinggi (5-7)
21,Female,2.5,75.9,6.9,7.0,3.5,2.63,No,Online,Average,Average,No,0,Low,3.6,66.18,Cukup (60-75),2-4 jam,70-80%,Sangat Tinggi (7-10)
22,Male,6.8,67.9,7.7,5.7,5.1,3.3,Yes,Online,Average,Excellent,Yes,2,High,5.4,78.43,Baik (75-90),6-8 jam,60-70%,Tinggi (5-7)
19,Male,2.87,96.3,6.5,1.7,4.5,2.93,No,Hybrid,Good,Good,Yes,2,Low,1.0,93.0,Sangat Baik (>90),2-4 jam,>90%,Rendah (1-3)
19,Female,5.92,67.5,6.6,4.0,1.0,3.22,No,Hybrid,Poor,Poor,Yes,3,Middle,2.7,99.51,Sangat Baik (>90),4-6 jam,60-70%,Sedang (3-5)
24,Male,4.7,84.3,6.8,7.0,5.7,2.75,No,Hybrid,Good,Good,Yes,1,Middle,3.5,90.4,Sangat Baik (>90),4-6 jam,80-90%,Sangat Tinggi (7-10)
20,Female,8.13,72.1,8.2,2.0,2.9,3.01,Yes,Hybrid,Average,Good,No,3,Middle,1.8,99.95,Sangat Baik (>90),> 8 jam,70-80%,Rendah (1-3)
24,Male,5.21,77.7,8.6,2.5,7.1,2.31,No,Hybrid,Good,Poor,No,2,Middle,3.4,91.92,Sangat Baik (>90),4-6 jam,70-80%,Rendah (1-3)
18,Male,5.42,74.4,7.9,6.0,3.9,3.02,Yes,Hybrid,Average,Average,No,1,Middle,3.8,92.77,Sangat Baik (>90),4-6 jam,70-80%,Tinggi (5-7)
18,Female,2.98,72.7,7.0,3.7,6.5,2.77,Yes,Offline,Poor,Good,No,0,Middle,7.7,62.55,Cukup (60-75),2-4 jam,70-80%,Sedang (3-5)
24,Male,5.77,78.5,7.5,4.2,0.5,3.64,No,Online,Good,Good,No,2,High,2.2,93.83,Sangat Baik (>90),4-6 jam,70-80%,Sedang (3-5)
19,Male,6.36,56.1,7.5,4.2,4.2,3.01,Yes,Offline,Good,Good,No,2,Low,3.9,99.13,Sangat Baik (>90),6-8 jam,<60%,Sedang (3-5)
18,Female,4.78,70.1,6.1,3.9,5.0,2.67,Yes,Online,Poor,Good,No,3,Low,5.5,80.32,Baik (75-90),4-6 jam,70-80%,Sedang (3-5)
23,Female,6.44,81.0,8.5,5.8,5.6,3.48,No,Hybrid,Average,Average,Yes,2,Middle,3.7,93.64,Sangat Baik (>90),6-8 jam,80-90%,Tinggi (5-7)
19,Female,2.92,95.3,6.3,7.8,2.5,2.47,No,Hybrid,Poor,Excellent,Yes,0,Middle,5.0,63.43,Cukup (60-75),2-4 jam,>90%,Sangat Tinggi (7-10)
20,Male,5.83,70.0,5.9,5.1,5.6,2.29,No,Hybrid,Poor,Good,No,0,High,8.6,63.2,Cukup (60-75),4-6 jam,70-80%,Tinggi (5-7)
17,Female,4.38,87.9,6.4,3.6,4.6,3.4,No,Offline,Average,Average,No,2,High,3.6,96.96,Sangat Baik (>90),4-6 jam,80-90%,Sedang (3-5)
20,Male,7.48,83.4,8.1,6.5,3.9,2.56,No,Hybrid,Poor,Average,No,1,High,3.0,98.07,Sangat Baik (>90),6-8 jam,80-90%,Tinggi (5-7)
24,Female,6.3,67.6,6.4,4.6,5.6,2.39,No,Online,Good,Good,Yes,1,Middle,7.0,93.01,Sangat Baik (>90),6-8 jam,60-70%,Sedang (3-5)
19,Male,3.77,71.6,5.4,10.0,4.1,3.14,Yes,Online,Average,Average,Yes,1,Low,6.7,54.79,Kurang (<60),2-4 jam,70-80%,Sangat Tinggi (7-10)
23,Female,4.99,89.7,5.9,5.5,4.1,3.19,Yes,Offline,Good,Average,Yes,1,High,2.7,77.66,Baik (75-90),4-6 jam,80-90%,Tinggi (5-7)
19,Female,3.55,67.5,6.3,7.8,3.5,4.0,Yes,Hybrid,Poor,Good,Yes,2,Middle,4.3,80.9,Baik (75-90),2-4 jam,60-70%,Sangat Tinggi (7-10)
20,Female,4.21,66.8,7.0,4.2,1.5,3.63,Yes,Online,Average,Good,No,2,High,2.2,86.78,Baik (75-90),4-6 jam,60-70%,Sedang (3-5)
